Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD13Q1_061_Line_Y_250m,MOD13Q1_061_Sample_X_250m,MOD13Q1_061__250m_16_days_NDVI,MOD13Q1_061__250m_16_days_VI_Quality,MOD13Q1_061__250m_16_days_VI_Quality_bitmask,MOD13Q1_061__250m_16_days_VI_Quality_MODLAND,MOD13Q1_061__250m_16_days_VI_Quality_MODLAND_Description,MOD13Q1_061__250m_16_days_VI_Quality_VI_Usefulness,MOD13Q1_061__250m_16_days_VI_Quality_VI_Usefulness_Description,MOD13Q1_061__250m_16_days_VI_Quality_Aerosol_Quantity,MOD13Q1_061__250m_16_days_VI_Quality_Aerosol_Quantity_Description,MOD13Q1_061__250m_16_days_VI_Quality_Adjacent_cloud_detected,MOD13Q1_061__250m_16_days_VI_Quality_Adjacent_cloud_detected_Description,MOD13Q1_061__250m_16_days_VI_Quality_Atmosphere_BRDF_Correction,MOD13Q1_061__250m_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MOD13Q1_061__250m_16_days_VI_Quality_Mixed_Clouds,MOD13Q1_061__250m_16_days_VI_Quality_Mixed_Clouds_Description,MOD13Q1_061__250m_16_days_VI_Quality_Land/Water_Mask,MOD13Q1_061__250m_16_days_VI_Quality_Land/Water_Mask_Description,MOD13Q1_061__250m_16_days_VI_Quality_Possible_snow/ice,MOD13Q1_061__250m_16_days_VI_Quality_Possible_snow/ice_Description,MOD13Q1_061__250m_16_days_VI_Quality_Possible_shadow,MOD13Q1_061__250m_16_days_VI_Quality_Possible_shadow_Description
Douala,DLACEN,4.05,9.7,2023-09-30,h18v08,2855.0,4644.0,0.0572,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2023-10-16,h18v08,2855.0,4644.0,0.15,5146.0,0b0001010000011010,0b10,"Pixel produced, but most probably cloudy",0b0110,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b1,Yes,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2023-11-01,h18v08,2855.0,4644.0,0.1514,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2023-11-17,h18v08,2855.0,4644.0,0.0528,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2023-12-03,h18v08,2855.0,4644.0,0.1434,37145.0,0b1001000100011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b1,Yes
Douala,DLACEN,4.05,9.7,2023-12-19,h18v08,2855.0,4644.0,0.0649,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2024-01-01,h18v08,2855.0,4644.0,0.1632,38182.0,0b1001010100100110,0b10,"Pixel produced, but most probably cloudy",0b1001,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b1,Yes,0b010,Ocean coastlines and lake shorelines,0b0,No,0b1,Yes
Douala,DLACEN,4.05,9.7,2024-01-17,h18v08,2855.0,4644.0,0.1309,5406.0,0b0001010100011110,0b10,"Pixel produced, but most probably cloudy",0b0111,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b1,Yes,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2024-02-02,h18v08,2855.0,4644.0,0.1298,5202.0,0b0001010001010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b1,Yes,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2024-02-18,h18v08,2855.0,4644.0,0.0816,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2024-03-05,h18v08,2855.0,4644.0,0.1312,5150.0,0b0001010000011110,0b10,"Pixel produced, but most probably cloudy",0b0111,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b1,Yes,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2024-03-21,h18v08,2855.0,4644.0,0.1412,38182.0,0b1001010100100110,0b10,"Pixel produced, but most probably cloudy",0b1001,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b1,Yes,0b010,Ocean coastlines and lake shorelines,0b0,No,0b1,Yes
Douala,DLACEN,4.05,9.7,2024-04-06,h18v08,2855.0,4644.0,0.1121,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2024-04-22,h18v08,2855.0,4644.0,0.1441,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2024-05-08,h18v08,2855.0,4644.0,0.0627,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2024-05-24,h18v08,2855.0,4644.0,0.1252,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2024-06-09,h18v08,2855.0,4644.0,0.0347,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2024-06-25,h18v08,2855.0,4644.0,0.0999,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2024-07-11,h18v08,2855.0,4644.0,0.042,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2024-07-27,h18v08,2855.0,4644.0,0.0062,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2024-08-12,h18v08,2855.0,4644.0,0.0794,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2024-08-28,h18v08,2855.0,4644.0,0.114,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2024-09-13,h18v08,2855.0,4644.0,0.0282,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2024-09-29,h18v08,2855.0,4644.0,0.0968,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2024-10-15,h18v08,2855.0,4644.0,0.1234,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2024-10-31,h18v08,2855.0,4644.0,0.0797,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2024-11-16,h18v08,2855.0,4644.0,0.0282,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2024-12-02,h18v08,2855.0,4644.0,0.184,37145.0,0b1001000100011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b1,Yes
Douala,DLACEN,4.05,9.7,2024-12-18,h18v08,2855.0,4644.0,0.0879,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2025-01-01,h18v08,2855.0,4644.0,0.0879,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2025-01-17,h18v08,2855.0,4644.0,0.1259,37145.0,0b1001000100011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b1,Yes
Douala,DLACEN,4.05,9.7,2025-02-02,h18v08,2855.0,4644.0,0.0358,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2025-02-18,h18v08,2855.0,4644.0,0.2321,5202.0,0b0001010001010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b1,Yes,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2025-03-06,h18v08,2855.0,4644.0,0.2324,5202.0,0b0001010001010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b1,Yes,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2025-03-22,h18v08,2855.0,4644.0,0.1544,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2025-04-07,h18v08,2855.0,4644.0,0.1482,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2025-04-23,h18v08,2855.0,4644.0,0.1751,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2025-05-09,h18v08,2855.0,4644.0,0.0993,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2025-05-25,h18v08,2855.0,4644.0,0.1482,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2025-06-10,h18v08,2855.0,4644.0,0.1333,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2025-06-26,h18v08,2855.0,4644.0,0.0625,5146.0,0b0001010000011010,0b10,"Pixel produced, but most probably cloudy",0b0110,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b1,Yes,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2025-07-12,h18v08,2855.0,4644.0,0.0467,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2025-07-28,h18v08,2855.0,4644.0,0.0862,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2025-08-13,h18v08,2855.0,4644.0,0.1253,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2025-08-29,h18v08,2855.0,4644.0,0.0652,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLACEN,4.05,9.7,2025-09-14,h18v08,2855.0,4644.0,0.1536,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2015-05-25,h18v08,2831.0,4668.0,0.3855,36330.0,0b1000110111101010,0b10,"Pixel produced, but most probably cloudy",0b1010,Decreasing quality,0b11,High,0b1,Yes,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
Douala,DLANRT,4.1,9.75,2015-06-10,h18v08,2831.0,4668.0,0.2437,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2015-06-26,h18v08,2831.0,4668.0,0.0466,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2015-07-12,h18v08,2831.0,4668.0,0.0574,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2015-07-28,h18v08,2831.0,4668.0,0.0793,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2015-08-13,h18v08,2831.0,4668.0,0.1164,2062.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2015-08-29,h18v08,2831.0,4668.0,0.1556,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2015-09-14,h18v08,2831.0,4668.0,0.3341,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2015-09-30,h18v08,2831.0,4668.0,0.3541,35294.0,0b1000100111011110,0b10,"Pixel produced, but most probably cloudy",0b0111,Decreasing quality,0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
Douala,DLANRT,4.1,9.75,2015-10-16,h18v08,2831.0,4668.0,0.2214,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2015-11-01,h18v08,2831.0,4668.0,0.3681,5206.0,0b0001010001010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b1,Yes,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2015-11-17,h18v08,2831.0,4668.0,0.203,5146.0,0b0001010000011010,0b10,"Pixel produced, but most probably cloudy",0b0110,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b1,Yes,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2015-12-03,h18v08,2831.0,4668.0,0.042,35293.0,0b1000100111011101,0b01,"VI produced, but check other QA",0b0111,Decreasing quality,0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
Douala,DLANRT,4.1,9.75,2015-12-19,h18v08,2831.0,4668.0,0.3087,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2016-01-01,h18v08,2831.0,4668.0,0.2769,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2016-01-17,h18v08,2831.0,4668.0,0.243,5202.0,0b0001010001010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b1,Yes,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2016-02-02,h18v08,2831.0,4668.0,0.2616,2257.0,0b0000100011010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality,0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2016-02-18,h18v08,2831.0,4668.0,0.1551,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2016-03-05,h18v08,2831.0,4668.0,0.1748,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2016-03-21,h18v08,2831.0,4668.0,0.3242,4170.0,0b0001000001001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2016-04-06,h18v08,2831.0,4668.0,0.3852,5150.0,0b0001010000011110,0b10,"Pixel produced, but most probably cloudy",0b0111,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b1,Yes,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2016-04-22,h18v08,2831.0,4668.0,0.2532,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2016-05-08,h18v08,2831.0,4668.0,0.2894,2062.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2016-05-24,h18v08,2831.0,4668.0,0.288,2062.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2016-06-09,h18v08,2831.0,4668.0,0.1857,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2016-06-25,h18v08,2831.0,4668.0,0.3305,3098.0,0b0000110000011010,0b10,"Pixel produced, but most probably cloudy",0b0110,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2016-07-11,h18v08,2831.0,4668.0,0.0802,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2016-07-27,h18v08,2831.0,4668.0,0.0956,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2016-08-12,h18v08,2831.0,4668.0,0.1588,2062.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2016-08-28,h18v08,2831.0,4668.0,0.1045,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2016-09-13,h18v08,2831.0,4668.0,0.1301,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2016-09-29,h18v08,2831.0,4668.0,0.0732,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2016-10-15,h18v08,2831.0,4668.0,0.3258,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2016-10-31,h18v08,2831.0,4668.0,0.2815,35222.0,0b1000100110010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality,0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
Douala,DLANRT,4.1,9.75,2016-11-16,h18v08,2831.0,4668.0,0.2341,2062.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2016-12-02,h18v08,2831.0,4668.0,0.1753,5150.0,0b0001010000011110,0b10,"Pixel produced, but most probably cloudy",0b0111,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b1,Yes,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2016-12-18,h18v08,2831.0,4668.0,0.2504,3222.0,0b0000110010010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2017-01-01,h18v08,2831.0,4668.0,0.2477,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Douala,DLANRT,4.1,9.75,2017-01-17,h18v08,2831.0,4668.0,0.2601,37978.0,0b1001010001011010,0b10,"Pixel produced, but most probably cloudy",0b0110,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b1,Yes,0b010,Ocean coastlines and lake shorelines,0b0,No,0b1,Yes
Douala,DLANRT,4.1,9.75,2017-02-02,h18v08,2831.0,4668.0,0.1531,35298.0,0b1000100111100010,0b10,"Pixel produced, but most probably cloudy",0b1000,Decreasing quality,0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
Douala,DLANRT,4.1,9.75,2017-02-18,h18v08,2831.0,4668.0,0.1493,2518.0,0b0000100111010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality,0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
